Year,Afghanistan,Africa Eastern and Southern,Africa Western and Central,Albania,Algeria,Angola,Arab World,Argentina,Armenia,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean small states,Central African Republic,Central Europe and the Baltics,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Djibouti,Dominican Republic,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (IDA & IBRD countries),East Asia & Pacific (excluding high income),Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Euro area,Europe & Central Asia,Europe & Central Asia (IDA & IBRD countries),Europe & Central Asia (excluding high income),European Union,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Heavily indebted poor countries (HIPC),High income,Honduras,"Hong Kong SAR, China",Hungary,IBRD only,IDA & IBRD total,IDA blend,IDA only,IDA total,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Dem. People's Rep.","Korea, Rep.",Kuwait,Kyrgyz Republic,Lao PDR,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (excluding high income),Latin America & the Caribbean (IDA & IBRD countries),Latvia,Least developed countries: UN classification,Lebanon,Lesotho,Liberia,Libya,Lithuania,Low & middle income,Low income,Lower middle income,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Middle income,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Norway,OECD members,Oman,Other small states,Pacific island small states,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Post-demographic dividend,Pre-demographic dividend,Puerto Rico (US),Qatar,Romania,Russian Federation,Rwanda,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovak Republic,Slovenia,Small states,Solomon Islands,"Somalia, Fed. Rep.",South Africa,South Asia,South Asia (IDA & IBRD),South Sudan,Spain,Sri Lanka,St. Lucia,St. Vincent and the Grenadines,Sub-Saharan Africa,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (excluding high income),Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Viet Nam,Virgin Islands (U.S.),West Bank and Gaza,World,"Yemen, Rep.",Zambia,Zimbabwe
2001,7.973,7.55388452430262,4.46563029423928,18.57,27.3,16.668,12.49820212983,17.32,11.012,6.747,4.007,10.91,6.87,1.118,3.609,9.85,11.561,6.178,9.07,0.766,1.9,2.623,26.485,18.54,10.649,5.558,19.921,2.748,3.154,13.242,0.778,7.46,7.219,11.1794403357232,5.77,13.4981128132324,0.792,5.041,10.39,3.8,15.04,4.379,3.251,19.88,6.051,5.195,15.822,4.08,4.043,8.128,4.164,26.597,7.262,7.1563905809364,3.96606605575514,3.85850449672084,3.85578728070638,4.252,9.26,6.96,7.551,5.74,13.134,25.24,3.16,8.68043359773922,9.0564200675213,10.7447066639553,10.6408534193536,9.20662418982846,4.692,10.29,8.61,11.665,17.827,9.64,11.16,7.773,9.615,10.764,13.213,2.251,4.584,2.958,11.796,9.728,5.07110613621308,6.87071224329616,4.0,5.09,5.671,6.68806846107529,6.25511128517531,3.72882194919706,4.77529106040507,4.41300801781456,1.874,7.611,6.082,12.362,8.249,3.684,11.812,9.599,6.641,5.02,14.7,10.43,2.876,3.676,3.699,0.8,2.273,1.881,5.47907914783063,9.04975653454107,8.98514907364224,9.1432735656305,13.821,4.72380835168631,8.499,16.081,2.104,19.239,16.84,5.99852495062941,5.10425398198014,6.50399927324373,1.805,6.371,5.35,5.221,3.53,3.038,1.332,7.107,10.132,9.14,2.627,8.42943669202,8.66782939884288,8.72286096614539,6.06529717812631,7.366,6.111,30.542,12.46,2.838,0.689,21.009,10.502,2.119,17.391,5.433,7.222,1.47,3.9,4.97961964201139,30.52,3.738,6.61732244402856,4.298,10.9398104204621,4.51782547170457,0.611,6.293,2.801,6.206,5.068,3.698,18.435,3.829,6.38359327702813,5.12153810037018,11.4,0.87,6.561,8.978,11.732,4.96,15.73,4.618,2.674,12.8,4.235,3.76,19.148,5.682,10.2393243248864,2.642,18.665,22.652,7.23245898235974,7.23245898235974,12.278,10.348,7.9,18.538,21.1,6.25911261802644,6.25911261802644,6.25911261802644,15.56,12.047,4.73,2.49,11.63,3.75,2.994,2.6,3.386,4.108,4.368,10.88,14.4,8.381,10.898,3.522,11.061,2.443,4.696,4.731,5.80136022985993,15.052,11.279,8.415,13.04,2.76,9.969,21.493,6.18991573511442,11.724,13.404,5.313
2002,7.867,7.51149338877195,4.27392083907488,17.891,25.9,16.432,12.5062276655765,19.59,10.888,6.375,4.852,10.04,9.05,1.137,3.966,10.32,10.874,6.91,10.04,0.69,1.854,2.603,27.477,21.277,10.641,5.652,18.11,2.862,3.168,13.379,0.862,6.711,7.665,11.3083250951395,5.809,13.9609765303477,0.769,5.313,10.168,4.24,14.481,4.372,3.179,19.644,6.396,5.508,15.053,3.31,3.336,7.28,4.274,26.589,6.779,7.39006412287729,4.26557821608325,4.17741336740834,4.16950098114092,4.825,10.01,6.2,7.646,5.794,10.026,25.771,3.054,8.88672719145059,9.07870920871455,10.5396612637819,10.702874375174,9.5656358156472,4.772,10.423,8.702,11.71,17.376,10.039,12.59,8.482,8.711,10.346,11.39,2.254,4.549,3.146,11.81,11.008,5.03903619896395,7.19400136875408,4.02,7.28,5.608,6.90119517399481,6.42004833349401,3.53946096491474,4.84933668416053,4.39538296144678,2.988,7.681,6.604,12.8,8.619,4.216,12.888,9.211,6.616,5.386,15.3,9.33,2.916,3.644,3.046,1.1,2.416,1.775,5.66563235164984,9.38790662648606,9.33585929151463,9.50084872810719,13.829,4.81408543577446,8.248,16.079,2.222,19.281,13.008,6.19417254239003,5.06387678784652,6.57940223280792,2.621,6.278,5.515,5.248,3.48,4.094,1.36,6.902,10.201,8.205,3.003,8.48914200309222,8.66928035849805,8.74924905373015,6.2794627269579,6.845,6.2,30.356,11.59,2.902,0.685,21.538,10.593,2.554,17.045,5.282,7.517,1.808,3.669,5.97486412366027,31.94,4.022,7.13987676171849,4.335,10.2407776645491,4.61174676237171,0.615,6.302,2.756,9.393,4.84,3.616,20.211,4.497,6.77664467622594,5.0724611452453,11.94,0.87,8.112,7.875,11.432,4.975,17.63,5.265,2.82,13.8,3.909,5.65,18.541,5.922,9.84688576834024,2.698,18.658,22.579,7.34580672778149,7.34580672778149,12.235,11.146,8.76,20.39,20.623,6.15545043361504,6.15545043361504,6.15545043361504,15.514,11.187,4.965,2.924,10.94,3.95,3.023,1.82,3.371,4.087,4.683,10.39,14.55,10.358,10.141,3.5,10.136,2.659,5.037,5.783,6.09771736070604,16.648,10.256,8.598,16.17,2.12,10.227,27.465,6.41192315850576,11.839,14.131,5.005
2003,7.844,7.4720424200925,4.1682062921006,16.985,23.72,16.445,12.4496966444039,15.36,10.769,5.933,4.779,9.17,10.84,1.126,4.32,11.0,10.191,7.68,10.342,0.747,1.8,2.654,28.424,23.8,11.168,5.743,13.733,2.78,3.145,13.604,0.909,5.908,7.574,11.5380632882928,5.809,13.2764246828022,0.725,5.644,9.765,4.58,13.221,4.559,3.057,19.877,6.654,5.847,13.924,2.33,4.153,7.777,5.398,26.484,6.938,7.29621887458035,4.47961803252938,4.428076738741,4.41684389931735,5.662,10.91,6.9,7.701,5.79,11.288,26.259,3.008,9.12146121246139,9.11346744115473,10.3043605492778,10.290974644155,9.70782702151941,4.74,10.469,8.306,11.751,17.126,9.991,11.51,9.779,7.728,9.839,9.693,2.807,4.628,3.169,11.529,12.151,4.99178021799851,7.31975182069287,5.3,7.86,5.79,6.97665523180592,6.47146966831216,3.42217572676054,4.86883782766902,4.36679845445489,3.997,7.633,6.657,11.529,8.959,4.478,13.505,8.869,6.534,5.251,14.5,8.78,2.869,3.668,3.348,1.3,2.548,1.639,5.90243541524635,9.25661869657505,9.20720625106016,9.38382565258049,12.061,4.88937432863617,8.061,16.056,2.42,19.074,12.874,6.25409528839094,5.00409578843454,6.58965998612598,3.675,5.995,5.01,5.165,3.61,5.126,1.272,7.488,9.911,8.318,3.455,8.30300037305323,8.45544746199598,8.52231485976772,6.34937695144509,6.378,6.768,30.39,11.92,2.857,0.686,22.104,10.644,3.593,16.665,4.745,7.6,2.145,3.637,6.15326151532504,36.69,4.221,7.27483771000377,4.599,10.6409211857421,4.51420593104194,0.612,6.303,2.628,6.814,4.15,3.527,19.899,6.132,6.86199228387437,5.04587122100171,11.78,0.87,6.95,8.21,11.658,5.038,16.36,5.563,2.781,15.2,3.879,5.93,17.549,6.479,10.1507838382451,2.286,18.648,22.679,7.33330344756806,7.33330344756806,12.234,11.283,8.22,22.18,19.985,6.09002400306892,6.09002400306892,6.09002400306892,15.515,10.336,5.555,4.117,10.28,3.85,3.053,1.54,3.54,3.957,5.18,10.48,14.51,10.542,9.289,3.6,9.057,2.903,4.807,5.989,6.20263523475666,16.661,9.22,8.659,16.78,2.25,10.574,23.004,6.4840269461924,12.014,14.704,4.738
2004,7.794,7.27852246959678,4.08698904128015,16.306,17.65,16.313,11.4271164700074,13.522,10.676,5.399,5.969,7.99,10.2,1.064,4.316,9.57,9.463,7.363,10.586,0.79,2.49,2.615,29.279,21.755,10.072,5.847,12.037,3.48,3.177,13.456,1.004,5.087,7.185,10.2916036767948,5.729,12.8914606604503,0.672,5.848,10.162,4.49,13.717,4.571,2.976,19.896,6.445,5.915,13.664,1.854,4.77,8.298,5.204,26.441,6.303,7.18946151700737,4.42980737625595,4.42310310906886,4.41127089940087,5.002,10.32,6.8,7.658,5.704,10.248,26.716,2.776,9.348951357228,9.05651425282142,9.96727145258182,10.1363077374344,9.86057517861666,4.7,10.358,8.914,11.702,17.108,9.948,12.62,10.727,6.758,10.628,7.7,2.971,4.709,3.226,11.281,13.415,4.85136488879186,7.09580038296239,5.99,6.74,5.832,6.81767500872433,6.31917928815113,3.27695586964826,4.7859524360758,4.26095308105496,4.031,7.598,7.303,10.3,8.715,4.491,13.029,7.866,6.539,4.734,14.626,8.4,2.844,3.62,3.42,1.7,2.68,1.498,5.70845578270121,8.75018243421292,8.70252011336982,8.88029213614675,11.708,4.84650569132879,7.85,16.154,2.424,18.938,10.684,6.12111625915839,4.84831075367826,6.48629456582569,5.113,4.904,3.951,4.964,3.54,6.151,1.413,7.317,9.77,8.337,3.937,7.54776306570901,7.62342664414024,7.69407412818457,6.21906740046783,6.374,6.851,30.342,10.83,2.953,0.677,22.09,10.652,4.646,16.31,4.005,6.41,2.751,3.59,5.70124819512877,37.161,4.256,7.17441119702139,4.693,10.6266524019735,4.3406725276094,0.598,6.097,2.526,6.513,4.71,3.554,18.822,6.319,6.67204910657906,4.96212948847294,10.31,0.87,7.719,7.763,11.699,5.162,16.12,5.822,2.775,18.5,3.42,5.84,18.206,6.012,9.79947038236949,2.026,18.653,22.567,7.30632128284372,7.30632128284372,12.256,11.09,8.38,20.97,19.545,5.94433087548822,5.94433087548822,5.94433087548822,15.538,9.49,6.693,4.316,9.513,3.45,3.105,1.51,3.668,3.992,3.878,8.33,14.23,10.838,8.419,2.699,8.59,2.965,4.594,5.529,6.05455318877558,12.98,8.152,8.432,15.07,2.14,10.266,23.215,6.32979745144597,12.131,15.332,4.39
2005,7.878,7.10041371887931,4.09641162927698,15.966,15.27,16.295,11.2344112966755,11.506,10.584,5.036,5.682,7.26,10.2,1.021,4.25,9.08,8.759,8.44,10.91,0.859,3.1,2.598,30.218,19.852,10.551,5.973,10.083,4.0,3.162,13.439,1.061,4.4,6.758,9.98480572264988,5.691,12.0311529429654,0.663,5.833,9.34,4.52,11.062,4.527,2.948,19.796,6.749,6.023,12.598,1.95,5.481,7.927,4.83,26.448,6.587,7.11332854467778,4.47463469156014,4.50383702137591,4.49019174546575,3.779,11.049,7.22,7.667,5.721,8.033,27.221,2.497,9.16921983218386,8.7318165816003,9.31364245463686,9.62072328847468,9.63100586720302,3.886,9.602,8.882,11.722,16.91,9.92,13.81,11.193,5.816,10.074,7.0,3.059,4.814,3.184,11.085,14.559,4.68922289072775,6.78167259931937,4.909,5.58,7.189,6.7433312220245,6.23544419009254,3.2286448044491,4.6516678563648,4.15643920973113,2.547,7.551,7.945,11.813,8.57,4.237,11.342,7.73,6.577,4.446,14.8,8.13,2.739,3.576,3.482,1.455,2.816,1.35,5.63125210477498,8.23739951394743,8.18339925036928,8.34365571129642,10.033,4.78646677820371,8.249,16.031,2.413,18.66,8.325,6.07307040352156,4.68515443204862,6.39814038693,4.488,4.158,2.62,4.935,3.53,7.313,1.367,6.923,9.59,9.524,3.558,7.65760282606948,7.79217578193013,7.84838151626538,6.18100517194098,5.633,7.015,30.31,11.01,3.035,0.672,22.108,10.59,5.872,15.778,3.807,5.37,3.1,3.727,5.25750859640354,37.32,4.381,6.8314671013283,4.589,10.5021202220473,3.8404573462192,0.583,5.967,2.385,4.825,4.87,3.795,17.592,7.582,6.4091008362879,4.93387732610229,11.35,0.87,7.174,7.124,11.842,5.212,16.47,6.051,2.679,20.85,3.734,5.59,16.276,6.506,9.58922696945574,1.879,18.671,22.472,7.24801932806737,7.24801932806737,12.266,9.146,7.67,18.7,19.461,5.84614199165635,5.84614199165635,5.84614199165635,15.545,9.302,7.81,4.437,8.81,3.45,3.193,1.35,3.611,4.149,2.542,7.95,12.872,10.636,7.495,1.9,7.18,3.12,4.884,5.084,6.04628742550639,12.009,7.092,8.121,10.663,2.078,10.228,20.016,6.22399179620437,12.213,15.9,4.632
2006,7.897,7.03560059961336,3.96900207619704,15.626,12.27,16.123,10.5176425576734,10.078,10.497,4.785,5.32,6.62,7.54,1.021,3.591,8.73,8.066,8.246,9.39,0.888,3.13,2.575,31.11,17.782,9.692,6.061,8.951,3.67,3.185,13.378,1.16,3.729,6.484,8.69394120180955,5.61,10.124914494498,0.716,5.571,9.024,4.43,11.088,4.482,3.174,19.563,5.926,6.017,11.13,1.913,4.593,7.141,3.897,26.382,5.654,6.88954096317128,4.351012904116,4.3960838573092,4.3836448453094,3.55,10.49,6.57,7.612,5.707,5.915,27.693,2.337,8.4404790481661,8.17297527475334,8.7030435256555,9.15632666629247,8.68896256105534,3.957,8.935,8.832,11.768,17.805,10.241,13.57,10.277,4.897,8.906,7.4,2.96,4.863,3.143,10.7,15.866,4.59642816898817,6.3039356566465,3.574,4.77,7.494,6.51847415278713,6.01942694309996,3.13594252329219,4.46410290906953,4.0014311767834,2.83,7.553,7.551,11.519,8.411,4.355,10.707,6.777,6.605,4.192,14.0,7.79,2.673,3.55,3.254,1.3,2.962,1.199,5.38097826380605,7.61413600233204,7.55497236157597,7.7076777430645,7.03,4.66764776059219,8.679,16.054,2.28,18.805,5.78,5.88469145974764,4.67868387277946,6.25064125113883,4.731,3.822,2.945,4.954,3.32,8.345,1.395,6.798,9.313,9.04,3.566,7.22108801251314,7.33599436897474,7.39019405991603,5.97972371507844,4.26,7.193,24.815,9.67,3.037,0.676,21.848,10.609,5.007,15.256,3.857,5.31,2.528,3.749,4.81614136114576,36.392,3.397,6.34618116260618,4.387,9.68343911516973,3.81456389998427,0.582,5.792,2.285,5.277,4.17,4.052,13.794,7.649,5.994063325313,4.90998713639371,11.01,0.87,7.27,7.055,11.586,5.321,16.65,6.254,2.755,20.85,3.89,4.48,13.395,5.95,8.74041678886564,1.916,18.705,22.304,7.16089355787342,7.16089355787342,12.268,8.452,6.5,16.0,19.162,5.75538288432853,5.75538288432854,5.75538288432854,15.542,9.142,7.066,3.995,8.17,3.65,3.299,1.22,3.634,4.229,1.09,6.27,12.51,10.227,6.601,2.264,6.81,2.964,5.472,4.623,5.81135995546678,10.844,6.035,8.006,8.606,2.046,9.734,19.014,5.97382359730159,12.349,13.229,4.767
2007,7.841,6.98058891496815,3.94820495192994,15.966,13.79,16.066,10.1456780757217,8.47,10.394,4.381,4.909,6.33,7.88,1.006,4.015,7.41,7.41,7.459,8.51,0.902,3.7,2.614,28.984,16.976,9.28,6.187,6.878,3.3,2.404,13.294,1.257,3.063,6.156,8.1976990614565,5.562,7.80912922603523,0.839,5.23,8.427,4.35,11.204,4.474,3.404,19.909,4.557,6.284,9.909,1.788,3.946,5.316,3.801,26.292,5.158,6.8238682430718,4.30429852915007,4.37680263860099,4.36462589942474,3.142,8.8,6.41,7.592,5.719,4.592,28.24,2.337,7.52316793797376,7.24696438985174,7.59407523011705,8.61312246579108,7.5031053820411,4.109,6.854,8.008,11.74,18.257,10.425,13.28,8.732,5.104,8.351,8.3,2.847,4.787,3.125,10.84,16.8,4.54506136589078,5.69663126724595,3.211,4.01,7.406,6.33250535472639,5.86213546063134,3.01249783655869,4.50752544150733,3.98489680875933,2.251,7.562,8.06,10.772,8.646,4.98,9.379,6.076,6.607,3.888,13.1,7.26,2.642,3.547,3.013,1.5,3.094,1.068,5.11709007503548,7.22630490484512,7.18560904807712,7.31214733545694,6.052,4.72894569655668,8.98,15.942,2.232,18.771,4.25,5.79597099801048,4.71846521406053,6.1604873702491,4.065,3.269,3.202,4.876,3.31,9.421,1.372,6.472,9.482,8.475,3.628,6.82070410411982,6.96341976204585,7.01816989858009,5.88198217147033,2.749,7.2,19.4,9.56,3.082,0.684,22.12,10.642,4.153,14.754,3.661,4.89,2.021,3.794,4.78243165759455,35.231,2.493,5.88940261869547,4.309,9.04975553505642,3.76264674833736,0.398,5.665,2.169,4.713,4.08,3.434,9.551,7.965,5.57196004328002,4.87191262111388,10.93,0.52,6.413,6.002,11.58,5.425,16.021,5.734,2.8,18.06,4.022,3.9,11.16,4.818,8.20829015972595,1.978,18.687,22.26,7.2019977638481,7.2019977638481,12.266,8.232,5.97,14.0,18.934,5.71458050648746,5.71458050648746,5.71458050648746,15.534,9.017,6.161,3.641,8.42,2.874,3.023,1.18,3.523,3.822,1.21,5.54,12.365,10.285,5.719,2.667,6.351,2.934,5.399,4.622,5.70858976228737,9.403,4.99,6.855,7.279,2.026,9.523,18.282,5.77491185936386,12.486,10.559,5.008
2008,7.879,6.95926232871186,3.96808904592347,13.06,11.33,16.152,9.87515901443002,7.837,17.1,4.242,4.198,5.86,8.18,1.015,4.49,8.12,6.728,6.976,8.18,0.895,3.848,2.603,23.405,16.293,8.268,6.312,5.609,3.501,1.634,13.307,0.825,3.386,6.284,7.8711908829552,5.51,6.60116715977237,0.922,5.295,9.285,4.59,11.273,4.416,3.627,19.962,4.934,6.382,8.53,1.583,3.756,4.392,3.683,26.183,4.764,6.76572719306619,4.38194930101755,4.45880440548548,4.44442036989862,3.917,8.517,5.88,7.571,5.683,5.455,27.891,2.326,7.50283392231425,7.16897078667497,7.37988688857846,8.58123430648126,7.24163431745465,4.187,6.369,7.386,11.76,19.212,10.065,17.87,7.508,5.144,7.664,8.892,2.898,4.803,3.157,11.018,16.204,4.5262370792047,5.93249084408943,3.156,3.56,7.817,6.30181703865489,5.84641495837857,3.04378002820466,4.60439548603495,4.05687082523928,2.946,7.629,7.208,10.63,8.466,6.774,7.704,6.723,6.666,4.002,12.7,6.63,2.751,3.48,2.959,1.75,3.207,0.944,5.14867990448764,6.83921032197309,6.7530751478709,6.91574463042059,7.739,4.78702697123613,7.666,15.851,2.221,19.041,5.826,5.7950809136433,4.84535966951225,6.18448761271065,5.06,2.999,3.431,4.796,3.34,10.361,1.383,5.977,9.715,7.17,3.874,6.58386551452509,6.76464093439402,6.84334845869645,5.87208459437414,2.097,5.565,17.15,9.57,3.112,0.7,22.005,10.597,3.658,14.36,4.167,6.2,1.584,3.792,5.83652846325955,33.93,2.521,6.20560204861274,4.142,8.87238702238271,3.66517406587763,0.423,5.639,2.168,4.415,4.03,3.72,7.069,7.553,5.90228542517582,4.86836540696563,11.48,0.31,5.787,6.205,11.517,5.538,15.421,5.085,2.816,13.67,4.132,3.96,9.514,4.371,8.00243712798649,1.998,18.714,22.407,7.29504082041586,7.29504082041586,12.298,11.254,5.22,12.72,18.79,5.71119279179789,5.71119279179789,5.71119279179789,15.566,8.854,6.235,3.35,10.94,4.942,2.775,1.18,3.434,3.279,1.279,4.63,12.444,10.965,4.852,3.035,6.363,2.818,5.748,5.784,5.67683744867821,8.025,4.89,5.663,6.245,1.889,9.605,22.913,5.82419029603435,12.656,7.93,5.401
2009,7.808,7.02933493362019,4.00441257217998,13.674,10.16,16.383,9.46079216862091,8.645,19.295,5.565,5.371,5.74,14.25,1.07,5.0,10.02,6.1,7.908,8.323,0.95,3.96,2.973,24.068,16.169,9.419,6.457,6.817,3.723,1.622,13.517,0.579,3.743,8.46,9.18808540593253,5.575,8.51650875155537,0.943,6.674,11.313,4.72,12.066,4.303,3.882,19.844,7.824,6.573,9.202,1.67,5.594,6.662,6.409,26.325,5.467,6.88223725605258,4.47420796985744,4.43923742826889,4.42509624520043,4.608,9.087,7.33,7.702,5.757,13.548,27.488,2.326,9.57439638727687,9.05895187341576,9.09793178837198,10.1856136243961,9.21120412957521,4.309,8.249,9.122,11.963,19.76,9.778,20.71,7.88,5.362,9.546,9.3,3.22,4.914,3.163,11.307,15.398,4.57407582008614,8.04050429042724,3.292,5.26,10.03,6.61644359608536,6.10349138905202,3.09853098089253,4.6806678937123,4.1230776222485,7.22,7.636,6.106,12.113,8.415,12.609,9.534,7.749,7.314,5.068,12.9,6.55,2.816,3.48,3.363,1.64,3.343,0.835,5.57785428299668,7.81478715032184,7.67986013495104,7.89406164784247,17.515,4.8829128853627,6.355,16.115,2.241,19.29,13.785,5.97569476954537,4.73327277894085,6.24199736272978,5.194,3.58,3.885,4.732,3.62,11.697,1.406,6.896,10.214,7.257,5.356,6.71404844364157,6.88122796682575,6.94800177686091,6.07794731544178,3.024,5.86,19.09,8.96,3.207,0.712,22.271,10.582,4.352,13.97,6.121,8.16,1.208,3.763,9.16994852137916,32.351,3.1,8.38089327283664,3.977,10.7283220301547,3.60850865304197,0.535,5.857,2.089,5.46,3.96,3.858,8.131,9.432,8.07274225977277,4.90149804162028,15.0,0.31,6.859,8.301,11.625,5.646,15.136,5.377,2.807,16.116,4.268,5.86,12.023,5.858,9.49383006346729,2.02,18.724,23.523,7.3628078548039,7.3628078548039,12.438,17.857,5.85,15.37,19.365,5.76570980698131,5.76570980698131,5.76570980698131,13.0,8.72,8.351,4.109,8.14,7.028,2.5,1.49,3.289,2.847,1.419,5.28,13.29,14.026,4.0,3.6,8.84,2.932,7.683,9.254,5.97493735808703,7.74,5.04,4.565,6.097,1.737,10.864,20.452,6.40956451671123,12.762,10.583,5.476
2010,7.809,7.33948885318777,3.99179170645225,14.086,9.96,16.595,9.57178825247491,7.714,19.523,5.214,4.883,5.63,14.435,1.13,3.379,10.69,6.052,8.293,8.412,1.04,3.32,2.609,27.312,17.86,8.42,6.487,10.279,3.725,1.615,10.67,0.771,4.11,8.178,8.80934904598808,5.658,9.92718738959061,0.911,7.024,8.547,4.53,11.153,4.19,4.098,19.3,7.171,6.607,11.62,2.5,6.359,7.281,7.746,26.368,5.212,6.69836499671353,4.22455076502669,4.17487787059342,4.16370037437203,4.088,8.757,4.893,7.847,5.854,16.707,26.856,2.295,10.1761738210052,9.11732766770857,8.67633640799942,9.54059516043394,9.87327234610775,4.345,8.394,9.279,12.133,20.39,9.673,20.203,7.043,5.384,12.719,8.2,3.497,5.018,3.121,11.632,15.244,4.78571428120254,8.18131945166258,4.119,4.329,11.172,6.38041154792517,5.89357507981921,3.14320402026914,4.54322123586762,4.04830534732675,7.564,7.631,5.614,13.679,8.267,14.534,8.48,8.363,7.63,5.102,12.5,5.77,2.793,3.419,3.324,1.82,3.503,0.708,5.25181815855478,7.21826756521545,7.13684615492128,7.26042689855492,19.482,4.75811575185378,6.768,16.068,2.266,19.321,17.814,5.77935702058715,4.88680873352339,6.16608125522985,4.423,2.84,4.28,4.78,3.32,10.875,1.375,6.861,10.093,7.654,5.303,6.85675050559872,7.05144257493513,7.123332390198,5.85407842097449,2.972,6.549,19.649,9.09,3.259,0.725,22.12,10.563,4.991,13.998,6.557,7.83,0.718,3.744,9.47758645184374,33.135,3.527,8.5207939102318,3.911,11.1281009935269,3.50675202326758,0.653,5.845,2.002,4.569,3.6,3.605,9.578,10.771,8.34726962592943,5.09524000558138,16.1,0.45,6.959,7.407,11.637,5.621,14.628,5.55,2.795,19.204,4.34,4.12,14.387,7.236,9.64092506344516,1.617,18.741,24.683,7.16328861819797,7.16328861819797,12.473,19.86,4.784,17.118,19.924,5.94056421498979,5.94056421498979,5.94056421498979,15.168,7.15,8.61,4.808,8.61,7.037,3.03,0.622,3.301,2.379,1.501,4.033,13.049,11.879,4.0,3.623,8.1,2.798,7.973,9.633,5.65648139349247,7.158,5.36,4.681,7.112,1.114,11.059,21.416,6.28118787402205,12.777,13.19,5.469
